Game_ID,Genre,Session_Date,Daily_Active_Sessions,Avg_Session_Duration,Levels_Completed,Coins_Earned,Coins_Spent,Ads_Revenue,InApp_Purchase_Revenue,Bug_Reports,Server_Downtime_Min
Game_B,Puzzle,2025-09-06,4758.0,34.0,457.0,3639.0,7764.0,16221.0,14384.0,20.0,83.0
Game_C,Action,2025-09-07,2808.0,8.0,484.0,7159.0,1973.0,8087.0,3144.0,13.0,3.0
Game_A,,2025-09-08,1528.0,,491.0,4909.0,2487.0,1632.0,7338.0,9.0,96.0
Game_D,Racing,,3037.0,24.0,,2164.0,8173.0,3199.0,14050.0,6.0,111.0
Game_C,Action,2025-09-10,3649.0,,271.0,,3760.0,15548.0,4845.0,28.0,64.0
Game_C,Puzzle,2025-09-11,2676.0,32.0,210.0,,7990.0,12255.0,6202.0,39.0,12.0
Game_D,Puzzle,2025-09-12,1656.0,16.0,65.0,4066.0,7239.0,18006.0,13527.0,7.0,66.0
Game_B,Puzzle,2025-09-13,1165.0,6.0,327.0,5872.0,3751.0,7073.0,12360.0,,11.0
Game_C,Action,2025-09-14,1848.0,47.0,,9638.0,6405.0,17744.0,13093.0,12.0,
,Action,2025-09-15,1495.0,18.0,111.0,3337.0,5800.0,11559.0,8575.0,45.0,
Game_A,,2025-09-16,1589.0,,,9400.0,5554.0,,8130.0,18.0,60.0
Game_B,Racing,2025-09-17,1428.0,35.0,376.0,,2216.0,9401.0,,10.0,94.0
Game_A,Racing,2025-09-18,3821.0,27.0,291.0,3460.0,1810.0,12659.0,6532.0,1.0,40.0
,Action,2025-09-19,1162.0,52.0,139.0,7820.0,1117.0,,,48.0,35.0
Game_C,Puzzle,2025-09-20,,24.0,121.0,6546.0,4757.0,14894.0,,5.0,1.0
Game_C,Racing,2025-09-21,4597.0,42.0,375.0,4442.0,6599.0,1877.0,12054.0,28.0,
Game_A,Action,2025-09-22,2262.0,59.0,79.0,3711.0,968.0,14775.0,3610.0,40.0,21.0
,,2025-09-23,1071.0,8.0,,2291.0,6405.0,11691.0,11457.0,4.0,40.0
,Racing,2025-09-24,4516.0,19.0,456.0,,1639.0,17110.0,12970.0,40.0,94.0
,Puzzle,2025-09-25,1654.0,28.0,337.0,3655.0,1451.0,3523.0,4270.0,29.0,115.0
,Puzzle,2025-09-26,,29.0,135.0,7513.0,,,11384.0,38.0,
Game_B,Puzzle,,4580.0,5.0,283.0,,3506.0,7270.0,529.0,35.0,108.0
Game_A,Puzzle,2025-09-28,,11.0,,1704.0,6575.0,6088.0,14199.0,26.0,13.0
Game_C,Racing,,,,362.0,1825.0,8390.0,8564.0,9458.0,49.0,92.0
Game_B,Racing,2025-09-30,2776.0,16.0,414.0,1376.0,6452.0,8066.0,9306.0,17.0,
Game_D,Racing,,3462.0,46.0,314.0,1972.0,7577.0,7545.0,9696.0,48.0,49.0
,,2025-10-02,2268.0,9.0,336.0,,2471.0,3321.0,2621.0,35.0,
,Racing,,2015.0,48.0,376.0,,1691.0,14132.0,11818.0,,110.0
Game_D,,2025-10-04,,54.0,442.0,,4420.0,9330.0,3509.0,4.0,117.0
Game_A,Racing,2025-10-05,2083.0,46.0,318.0,1754.0,8265.0,,4319.0,8.0,95.0
Game_D,Puzzle,2025-10-06,1005.0,42.0,235.0,5735.0,6693.0,14553.0,8239.0,33.0,58.0
,Action,2025-10-07,4780.0,16.0,180.0,,,6333.0,8715.0,33.0,55.0
Game_A,Puzzle,,1981.0,43.0,,,804.0,8858.0,4559.0,35.0,90.0
Game_A,Puzzle,2025-10-09,3617.0,22.0,326.0,3711.0,6839.0,6389.0,11785.0,,9.0
Game_D,Puzzle,2025-10-10,4888.0,6.0,369.0,,8543.0,19232.0,13843.0,19.0,24.0
Game_A,Action,,1406.0,14.0,400.0,9814.0,5408.0,4205.0,3410.0,16.0,112.0
Game_C,Racing,2025-10-12,4288.0,19.0,,6588.0,3304.0,3161.0,2470.0,19.0,
Game_D,Racing,2025-10-13,2953.0,34.0,339.0,,4436.0,18848.0,,27.0,96.0
Game_C,Action,2025-10-14,3073.0,,426.0,6747.0,1212.0,1643.0,10230.0,,
Game_A,Puzzle,2025-10-15,4886.0,21.0,212.0,2723.0,7348.0,15986.0,7155.0,18.0,100.0
Game_B,Racing,2025-10-16,4076.0,8.0,320.0,8224.0,8866.0,12628.0,11833.0,2.0,8.0
Game_A,Action,2025-10-17,,11.0,425.0,2919.0,3705.0,6351.0,5267.0,29.0,
Game_C,Racing,2025-10-18,,45.0,145.0,,5685.0,5553.0,12661.0,4.0,70.0
Game_C,Action,2025-10-19,1389.0,35.0,311.0,5215.0,7006.0,7518.0,11616.0,41.0,33.0
Game_D,Puzzle,,1709.0,55.0,414.0,1581.0,2272.0,,9262.0,5.0,82.0
Game_B,Racing,2025-10-21,3618.0,59.0,,4881.0,1574.0,,13551.0,2.0,
Game_D,,,,43.0,,4909.0,,1610.0,1742.0,48.0,113.0
Game_C,Racing,2025-10-23,1753.0,,485.0,2999.0,5764.0,5302.0,,41.0,105.0
Game_A,Racing,2025-10-24,3193.0,,132.0,1400.0,7822.0,2543.0,13554.0,23.0,88.0
Game_B,Racing,2025-10-25,2411.0,10.0,274.0,4648.0,7151.0,2466.0,,43.0,
Game_A,Racing,2025-10-26,3832.0,54.0,,6445.0,2910.0,10108.0,9985.0,0.0,111.0
Game_A,Action,2025-10-27,2272.0,42.0,272.0,3628.0,6941.0,15656.0,,49.0,92.0
Game_B,Puzzle,2025-10-28,,,167.0,2656.0,4456.0,,10366.0,35.0,54.0
Game_D,Action,2025-10-29,2485.0,55.0,241.0,,7053.0,14719.0,14913.0,,90.0
Game_A,Action,2025-10-30,3060.0,38.0,,1246.0,7369.0,18565.0,12355.0,40.0,
Game_C,Action,2025-10-31,3950.0,,127.0,6212.0,8031.0,19530.0,6653.0,37.0,100.0
,Puzzle,2025-11-01,3431.0,19.0,196.0,4339.0,3594.0,19656.0,6087.0,43.0,
Game_B,,2025-11-02,1555.0,18.0,156.0,,,10043.0,,,117.0
,Racing,2025-11-03,3934.0,10.0,431.0,8086.0,7168.0,5536.0,9327.0,,47.0
Game_B,Racing,2025-11-04,4470.0,54.0,320.0,4010.0,5500.0,18103.0,9901.0,46.0,3.0
Game_D,Puzzle,2025-11-05,1018.0,41.0,439.0,5719.0,8420.0,11206.0,8213.0,28.0,
Game_A,Racing,2025-11-06,1574.0,54.0,293.0,3368.0,3847.0,4642.0,7361.0,40.0,119.0
Game_D,Puzzle,2025-11-07,4562.0,36.0,,2839.0,4175.0,13062.0,11304.0,,112.0
,Racing,2025-11-08,3798.0,7.0,,3903.0,,17447.0,,23.0,80.0
Game_B,Racing,2025-11-09,2003.0,7.0,403.0,,,14055.0,1797.0,44.0,20.0
Game_B,Action,,3466.0,26.0,471.0,5395.0,3679.0,1559.0,857.0,47.0,79.0
Game_D,Puzzle,2025-11-11,4408.0,26.0,75.0,6767.0,3747.0,,14458.0,12.0,89.0
Game_A,Action,2025-11-12,3466.0,14.0,259.0,4691.0,4915.0,9861.0,14933.0,32.0,8.0
Game_C,Action,2025-11-13,,55.0,141.0,8470.0,3857.0,2542.0,5602.0,49.0,65.0
Game_D,Action,2025-11-14,2939.0,7.0,174.0,,6972.0,10463.0,740.0,21.0,
Game_A,Puzzle,2025-11-15,2635.0,16.0,484.0,5348.0,6496.0,3415.0,11296.0,34.0,78.0
Game_B,Puzzle,,2698.0,33.0,122.0,7621.0,5348.0,11983.0,7354.0,16.0,
Game_B,Racing,2025-11-17,4999.0,52.0,172.0,2392.0,5975.0,13905.0,12756.0,21.0,87.0
Game_A,Action,2025-11-18,3169.0,21.0,358.0,7060.0,1537.0,6387.0,,4.0,111.0
Game_C,Racing,,1431.0,11.0,233.0,5255.0,8762.0,9187.0,8615.0,24.0,116.0
Game_B,Action,2025-11-20,3091.0,17.0,236.0,5300.0,,7643.0,4058.0,5.0,50.0
Game_B,Puzzle,2025-11-21,2895.0,6.0,,4338.0,,16667.0,4360.0,,117.0
Game_B,Puzzle,2025-11-22,2943.0,8.0,127.0,6487.0,6142.0,,14052.0,30.0,101.0
Game_A,Puzzle,,2340.0,14.0,,4514.0,605.0,3458.0,12943.0,16.0,77.0
Game_D,,2025-11-24,3428.0,43.0,,,1269.0,7028.0,4947.0,32.0,
Game_B,Puzzle,2025-11-25,1144.0,28.0,393.0,9621.0,3440.0,6447.0,,38.0,36.0
Game_D,Action,2025-11-26,4398.0,21.0,302.0,7793.0,8399.0,2948.0,637.0,47.0,5.0
Game_C,,2025-11-27,3410.0,,62.0,3459.0,7114.0,7306.0,4234.0,36.0,81.0
Game_B,,2025-11-28,2073.0,10.0,348.0,,6305.0,9251.0,2467.0,47.0,85.0
,,,2088.0,23.0,125.0,2718.0,4855.0,9092.0,7079.0,3.0,
Game_C,Action,2025-11-30,3402.0,9.0,100.0,6423.0,,13363.0,5349.0,42.0,50.0
Game_B,Racing,2025-12-01,1799.0,36.0,324.0,2308.0,6160.0,15066.0,8834.0,13.0,65.0
Game_D,,2025-12-02,4235.0,14.0,,2050.0,6406.0,17129.0,7667.0,12.0,95.0
Game_A,,2025-12-03,4212.0,13.0,268.0,6479.0,6550.0,,,26.0,16.0
Game_D,Puzzle,2025-12-04,3873.0,31.0,171.0,3249.0,,,7966.0,23.0,64.0
Game_A,,2025-12-05,,17.0,260.0,3809.0,4974.0,12752.0,12325.0,26.0,
Game_A,Racing,2025-12-06,3445.0,23.0,329.0,,754.0,8482.0,6905.0,,12.0
Game_D,Action,2025-12-07,2956.0,25.0,75.0,5676.0,7587.0,17679.0,11251.0,46.0,99.0
Game_D,Action,2025-12-08,3927.0,,222.0,5041.0,5287.0,1799.0,12849.0,49.0,
Game_D,Action,2025-12-09,1462.0,42.0,205.0,3417.0,,,14378.0,,
,Action,2025-12-10,2774.0,8.0,287.0,,6856.0,9788.0,14234.0,20.0,29.0
Game_C,Action,2025-12-11,,28.0,425.0,9167.0,,10909.0,6015.0,40.0,30.0
Game_B,,,4907.0,39.0,131.0,2469.0,,13415.0,8551.0,,22.0
Game_A,Action,2025-12-13,1807.0,7.0,405.0,8292.0,2467.0,11790.0,2519.0,30.0,62.0
Game_D,Puzzle,2025-12-14,1186.0,8.0,462.0,9961.0,8791.0,14846.0,6674.0,,
Game_D,Puzzle,2025-12-15,2743.0,41.0,,8142.0,2352.0,5714.0,7592.0,,27.0
Game_D,Puzzle,2025-12-16,1731.0,44.0,117.0,,3683.0,12408.0,3349.0,45.0,58.0
Game_C,Racing,2025-12-17,2935.0,,93.0,8081.0,,3839.0,1692.0,47.0,9.0
Game_D,Racing,2025-12-18,2213.0,58.0,110.0,,,4513.0,,26.0,88.0
Game_D,Puzzle,2025-12-19,2411.0,39.0,,7931.0,682.0,14601.0,2855.0,7.0,99.0
Game_D,Racing,2025-12-20,1428.0,35.0,398.0,4424.0,7240.0,,3006.0,32.0,89.0
Game_B,Action,2025-12-21,3905.0,48.0,245.0,,664.0,12913.0,833.0,11.0,25.0
Game_C,,2025-12-22,2307.0,29.0,379.0,8849.0,7458.0,11101.0,3062.0,34.0,108.0
Game_D,Puzzle,2025-12-23,4935.0,44.0,458.0,,2637.0,19631.0,11412.0,33.0,76.0
Game_A,Action,2025-12-24,,17.0,372.0,1260.0,954.0,7548.0,11130.0,,16.0
Game_A,Puzzle,2025-12-25,2217.0,8.0,160.0,6936.0,2785.0,5516.0,2295.0,35.0,
Game_A,Puzzle,2025-12-26,2310.0,50.0,307.0,5370.0,8346.0,5102.0,753.0,1.0,67.0
Game_C,Action,2025-12-27,1770.0,18.0,138.0,5301.0,5322.0,,4157.0,11.0,22.0
Game_C,Racing,2025-12-28,1757.0,17.0,482.0,8207.0,,,8002.0,26.0,34.0
,Action,2025-12-29,1135.0,31.0,,,6533.0,5511.0,10115.0,16.0,74.0
,Action,2025-12-30,,10.0,331.0,,,15024.0,3737.0,19.0,75.0
Game_C,Puzzle,2025-12-31,4854.0,21.0,,6161.0,7649.0,12413.0,3831.0,20.0,8.0
Game_A,Puzzle,,1170.0,40.0,148.0,8632.0,,,1527.0,29.0,78.0
Game_A,Puzzle,2026-01-02,3206.0,44.0,,7208.0,,13715.0,14699.0,41.0,44.0
,Puzzle,2026-01-03,3248.0,53.0,138.0,9556.0,5114.0,8975.0,2666.0,19.0,36.0
Game_B,Racing,2026-01-04,4558.0,39.0,,5916.0,4792.0,13621.0,13783.0,,68.0
Game_C,Racing,2026-01-05,2580.0,,231.0,4718.0,6689.0,11511.0,12686.0,17.0,18.0
Game_D,Racing,2026-01-06,1961.0,,306.0,7125.0,7173.0,11558.0,969.0,17.0,74.0
Game_A,Puzzle,2026-01-07,4847.0,6.0,238.0,2924.0,2188.0,1526.0,14281.0,,72.0
Game_A,Puzzle,2026-01-08,3630.0,17.0,289.0,4095.0,5595.0,2753.0,8160.0,1.0,98.0
Game_D,Puzzle,2026-01-09,4575.0,56.0,408.0,7683.0,8083.0,15656.0,8405.0,,113.0
,Racing,2026-01-10,,,436.0,6181.0,8324.0,11220.0,,31.0,26.0
Game_B,Puzzle,2026-01-11,3418.0,56.0,245.0,3538.0,2137.0,19038.0,14311.0,,12.0
Game_B,Action,2026-01-12,1102.0,32.0,346.0,3276.0,6466.0,13741.0,1593.0,7.0,
Game_A,Action,2026-01-13,2001.0,47.0,214.0,9194.0,5170.0,5841.0,,9.0,59.0
Game_C,Puzzle,2026-01-14,,30.0,356.0,1910.0,5703.0,5041.0,3412.0,10.0,11.0
Game_B,Action,2026-01-15,4384.0,,320.0,1306.0,5634.0,9965.0,5989.0,,8.0
Game_C,Action,2026-01-16,,51.0,57.0,7575.0,2390.0,15418.0,14832.0,25.0,105.0
,Racing,2026-01-17,3845.0,,87.0,5231.0,3705.0,5417.0,680.0,46.0,91.0
Game_A,Puzzle,2026-01-18,2481.0,59.0,163.0,7028.0,2866.0,9977.0,,29.0,76.0
Game_B,Puzzle,2026-01-19,4301.0,7.0,388.0,7658.0,8059.0,15587.0,11768.0,,83.0
Game_D,Racing,2026-01-20,1657.0,39.0,105.0,7336.0,3026.0,1448.0,,3.0,115.0
Game_A,Action,2026-01-21,3929.0,16.0,480.0,1872.0,8307.0,5585.0,4642.0,,
Game_B,Action,2026-01-22,2220.0,28.0,,2141.0,866.0,13751.0,4123.0,10.0,
Game_B,Puzzle,2026-01-23,4956.0,9.0,187.0,,7021.0,,5229.0,23.0,89.0
Game_B,,2026-01-24,3780.0,,,9400.0,7106.0,16534.0,5759.0,21.0,62.0
Game_B,Racing,2026-01-25,1422.0,43.0,383.0,1951.0,512.0,,8529.0,,92.0
,Racing,2026-01-26,,43.0,226.0,5722.0,3739.0,1294.0,14476.0,36.0,28.0
Game_C,Puzzle,2026-01-27,4681.0,17.0,218.0,,2817.0,2238.0,10255.0,,21.0
Game_A,Racing,2026-01-28,1170.0,45.0,388.0,7655.0,4542.0,16321.0,14238.0,11.0,72.0
Game_C,Racing,2026-01-29,4453.0,,,7190.0,7985.0,17074.0,5184.0,20.0,87.0
Game_D,,2026-01-30,3220.0,49.0,310.0,1771.0,875.0,14049.0,8354.0,4.0,105.0
Game_B,Racing,2026-01-31,,16.0,424.0,5030.0,756.0,3816.0,4132.0,6.0,
Game_A,Racing,2026-02-01,,17.0,272.0,8859.0,949.0,2098.0,,,37.0
,,2026-02-02,3397.0,14.0,248.0,1521.0,3712.0,15679.0,11049.0,,94.0
Game_A,Action,2026-02-03,4973.0,37.0,260.0,4355.0,6675.0,2737.0,6917.0,,38.0
Game_C,Puzzle,2026-02-04,2975.0,44.0,336.0,2400.0,6443.0,,,35.0,14.0
Game_A,Puzzle,2026-02-05,2657.0,58.0,229.0,4723.0,8526.0,3765.0,13627.0,21.0,53.0
Game_D,Puzzle,2026-02-06,3541.0,20.0,299.0,7579.0,7946.0,18606.0,1913.0,28.0,31.0
Game_D,,2026-02-07,,,280.0,4247.0,1808.0,15230.0,11198.0,8.0,114.0
Game_A,Action,,4075.0,39.0,72.0,2858.0,8839.0,12434.0,13520.0,25.0,109.0
,Puzzle,2026-02-09,4164.0,7.0,97.0,5781.0,4516.0,,7004.0,11.0,111.0
Game_A,Action,2026-02-10,3966.0,9.0,158.0,5064.0,4440.0,,1517.0,47.0,45.0
Game_A,Puzzle,2026-02-11,3053.0,30.0,345.0,3398.0,7213.0,5786.0,,0.0,60.0
Game_D,Action,2026-02-12,1287.0,15.0,55.0,1142.0,4571.0,10069.0,,7.0,
Game_B,Racing,2026-02-13,2641.0,11.0,87.0,6062.0,8607.0,18170.0,,32.0,
,Racing,,4217.0,57.0,218.0,4469.0,6412.0,19493.0,9449.0,3.0,
,Puzzle,2026-02-15,,14.0,405.0,4695.0,942.0,6835.0,12471.0,13.0,72.0
Game_D,Action,,2447.0,46.0,332.0,1717.0,3444.0,,6598.0,28.0,34.0
Game_D,Action,2026-02-17,2913.0,56.0,252.0,1642.0,,9126.0,9312.0,,
Game_C,Racing,2026-02-18,1607.0,,374.0,3548.0,898.0,10070.0,10580.0,8.0,36.0
Game_A,Racing,2026-02-19,1456.0,7.0,362.0,9561.0,3495.0,8300.0,4084.0,8.0,77.0
Game_C,Action,2026-02-20,2764.0,12.0,322.0,4650.0,6829.0,16548.0,681.0,25.0,60.0
Game_D,Action,2026-02-21,2225.0,35.0,293.0,,2716.0,3403.0,7329.0,48.0,110.0
Game_D,,,2235.0,15.0,,9978.0,2207.0,9262.0,11420.0,46.0,113.0
Game_B,Action,2026-02-23,2029.0,49.0,96.0,1949.0,6266.0,11502.0,10987.0,41.0,48.0
Game_A,Action,,3671.0,,,6444.0,6177.0,7701.0,3167.0,16.0,8.0
Game_C,Action,,3423.0,49.0,128.0,,3068.0,4295.0,14108.0,40.0,18.0
,Puzzle,2026-02-26,4962.0,6.0,159.0,7632.0,8138.0,16687.0,10491.0,3.0,86.0
Game_D,Action,2026-02-27,,,62.0,,660.0,13875.0,6673.0,45.0,104.0
Game_C,Racing,2026-02-28,1834.0,45.0,444.0,1354.0,8567.0,3121.0,5921.0,2.0,27.0
,Puzzle,2026-03-01,4177.0,,429.0,2482.0,4404.0,4582.0,10191.0,28.0,79.0
Game_D,,2026-03-02,4722.0,24.0,414.0,,,15477.0,13735.0,24.0,25.0
Game_A,Racing,2026-03-03,1810.0,38.0,139.0,3215.0,2325.0,,14163.0,20.0,37.0
Game_D,Puzzle,2026-03-04,2424.0,,391.0,5716.0,6082.0,,9676.0,11.0,39.0
Game_A,Racing,2026-03-05,4167.0,20.0,,9619.0,1676.0,8232.0,12245.0,0.0,24.0
Game_C,Action,2026-03-06,2411.0,29.0,329.0,6821.0,5418.0,5288.0,2864.0,0.0,98.0
Game_A,,2026-03-07,1958.0,16.0,270.0,3537.0,5380.0,2085.0,6016.0,,117.0
Game_C,Action,2026-03-08,2475.0,11.0,122.0,7339.0,3720.0,,3805.0,45.0,68.0
,Action,2026-03-09,3896.0,43.0,283.0,9736.0,8320.0,,2715.0,,70.0
Game_C,Puzzle,2026-03-10,1808.0,21.0,309.0,,630.0,9645.0,11482.0,6.0,22.0
Game_A,Puzzle,2026-03-11,1978.0,49.0,162.0,8075.0,7159.0,9810.0,625.0,,88.0
Game_B,Racing,2026-03-12,4972.0,15.0,95.0,4765.0,4062.0,,3120.0,14.0,64.0
Game_A,Action,,,10.0,323.0,9850.0,1999.0,19732.0,4715.0,,21.0
Game_A,Racing,,,27.0,92.0,8082.0,7930.0,5874.0,1951.0,10.0,63.0
Game_B,,2026-03-15,4575.0,31.0,,3827.0,,14767.0,9700.0,45.0,116.0
Game_D,Action,2026-03-16,,50.0,,3058.0,8126.0,11913.0,9905.0,44.0,67.0
Game_D,,2026-03-17,4362.0,10.0,398.0,,,17215.0,12396.0,22.0,57.0
,Puzzle,,4605.0,42.0,152.0,1730.0,,19733.0,,12.0,27.0
Game_B,Puzzle,2026-03-19,2216.0,6.0,173.0,2832.0,5376.0,15332.0,7203.0,26.0,111.0
Game_A,Puzzle,2026-03-20,,26.0,59.0,,,5432.0,7869.0,40.0,77.0
Game_C,Puzzle,2026-03-21,2903.0,24.0,,7505.0,2269.0,8265.0,3630.0,16.0,
Game_C,,2026-03-22,3806.0,,,8170.0,7231.0,7103.0,1196.0,49.0,
Game_A,Action,2026-03-23,1778.0,19.0,80.0,5179.0,3544.0,12012.0,2770.0,,105.0
Game_D,,2026-03-24,1972.0,53.0,205.0,7299.0,875.0,16900.0,10207.0,11.0,74.0
,,2026-03-25,,33.0,109.0,8830.0,,3031.0,,28.0,102.0
Game_A,Action,2026-03-26,4049.0,12.0,298.0,5802.0,3536.0,18633.0,11532.0,20.0,95.0
Game_A,,2026-03-27,2538.0,41.0,436.0,7057.0,,9519.0,10227.0,19.0,3.0
Game_C,Puzzle,2026-03-28,2416.0,53.0,423.0,7615.0,1240.0,9988.0,9505.0,,0.0
,Action,2026-03-29,4387.0,56.0,488.0,7762.0,8995.0,6299.0,,30.0,
Game_A,Puzzle,2026-03-30,3123.0,,319.0,6543.0,,13952.0,9703.0,7.0,32.0
Game_C,Puzzle,2026-03-31,1598.0,26.0,491.0,9325.0,1710.0,,13845.0,23.0,
Game_D,Puzzle,2026-04-01,4341.0,54.0,266.0,5883.0,8920.0,3977.0,9710.0,10.0,26.0
Game_B,Racing,,1224.0,51.0,448.0,8050.0,3619.0,18346.0,3911.0,38.0,41.0
Game_C,Action,2026-04-03,2553.0,9.0,51.0,5959.0,767.0,6725.0,4218.0,32.0,68.0
Game_D,Racing,2026-04-04,3160.0,43.0,,1666.0,3274.0,2268.0,7217.0,41.0,
Game_D,Puzzle,,3298.0,22.0,255.0,1276.0,4849.0,17161.0,5420.0,14.0,63.0
Game_C,Racing,2026-04-06,4304.0,,369.0,1881.0,5465.0,17756.0,12502.0,3.0,24.0
Game_B,Puzzle,2026-04-07,1840.0,,248.0,3060.0,8625.0,8617.0,2544.0,0.0,71.0
Game_C,Racing,2026-04-08,2814.0,57.0,405.0,3082.0,3959.0,16032.0,1616.0,31.0,97.0
Game_D,Puzzle,2026-04-09,1713.0,41.0,163.0,7702.0,,13934.0,13415.0,10.0,104.0
,,2026-04-10,2106.0,34.0,329.0,1158.0,1437.0,12885.0,1656.0,29.0,
Game_A,Racing,,,55.0,204.0,6229.0,7154.0,10796.0,1488.0,36.0,11.0
Game_C,Racing,2026-04-12,4246.0,35.0,,8956.0,7489.0,7279.0,11158.0,18.0,57.0
Game_D,Action,2026-04-13,2092.0,14.0,271.0,8514.0,7842.0,1095.0,,35.0,94.0
Game_A,,2026-04-14,4118.0,19.0,140.0,8803.0,6523.0,16478.0,2328.0,33.0,10.0
Game_D,Action,2026-04-15,3931.0,46.0,216.0,3526.0,2858.0,8021.0,8372.0,6.0,100.0
Game_C,Puzzle,2026-04-16,2279.0,52.0,496.0,9302.0,3845.0,16185.0,10769.0,,107.0
Game_A,Racing,2026-04-17,2750.0,48.0,,8803.0,,6868.0,6588.0,19.0,58.0
Game_D,Puzzle,2026-04-18,1029.0,22.0,331.0,7574.0,5316.0,14071.0,2845.0,11.0,116.0
Game_A,Puzzle,2026-04-19,3328.0,27.0,114.0,9733.0,4243.0,,9776.0,31.0,35.0
Game_C,Racing,2026-04-20,3971.0,,425.0,2138.0,7659.0,17515.0,,1.0,
Game_D,Action,2026-04-21,3017.0,20.0,53.0,,1018.0,,12736.0,,
Game_A,Racing,2026-04-22,4308.0,58.0,,4283.0,,8290.0,11043.0,40.0,
Game_C,Puzzle,2026-04-23,4319.0,42.0,298.0,8762.0,5944.0,,3505.0,47.0,49.0
Game_A,,2026-04-24,,39.0,306.0,8896.0,5975.0,,4935.0,39.0,3.0
Game_A,Racing,2026-04-25,,38.0,284.0,3419.0,4685.0,,11187.0,23.0,99.0
Game_B,Action,2026-04-26,4096.0,32.0,355.0,2756.0,5661.0,12702.0,14647.0,49.0,71.0
Game_B,Action,2026-04-27,,6.0,415.0,3306.0,4365.0,1807.0,14113.0,30.0,88.0
Game_C,Puzzle,2026-04-28,1717.0,34.0,444.0,8630.0,8511.0,14031.0,7128.0,3.0,91.0
,Puzzle,2026-04-29,4561.0,17.0,123.0,7263.0,2835.0,,576.0,23.0,51.0
Game_C,,2026-04-30,2016.0,45.0,236.0,6008.0,4174.0,12400.0,6252.0,,101.0
Game_B,Racing,,,,111.0,6247.0,5076.0,17439.0,3062.0,16.0,99.0
Game_A,Puzzle,2026-05-02,2337.0,9.0,386.0,9914.0,1000.0,4664.0,,39.0,99.0
,Action,2026-05-03,1605.0,59.0,213.0,3570.0,8583.0,1743.0,7587.0,18.0,42.0
Game_C,Puzzle,2026-05-04,1374.0,32.0,105.0,6807.0,8794.0,,12879.0,39.0,
,Racing,2026-05-05,3686.0,57.0,,8812.0,6043.0,15661.0,6470.0,37.0,45.0
Game_C,Action,2026-05-06,,43.0,267.0,1324.0,3246.0,15975.0,,33.0,3.0
Game_C,Puzzle,2026-05-07,2048.0,49.0,289.0,,3776.0,1079.0,13253.0,46.0,12.0
Game_B,Racing,,2357.0,,70.0,6645.0,,15809.0,7109.0,32.0,37.0
Game_C,Puzzle,,4426.0,28.0,190.0,,6235.0,13132.0,8556.0,5.0,44.0
Game_D,Racing,2026-05-10,1115.0,31.0,314.0,5486.0,8296.0,3966.0,12362.0,35.0,24.0
Game_A,Racing,2026-05-11,3095.0,34.0,188.0,3430.0,7113.0,16534.0,3611.0,12.0,
Game_B,Action,2026-05-12,,49.0,,4510.0,1827.0,4728.0,3237.0,,54.0
Game_B,Racing,2026-05-13,2801.0,31.0,434.0,1845.0,,5536.0,10044.0,8.0,95.0
Game_D,Puzzle,2026-05-14,3146.0,30.0,167.0,1567.0,4246.0,17509.0,5904.0,34.0,38.0
Game_A,Racing,2026-05-15,2482.0,11.0,247.0,3179.0,6184.0,6813.0,,33.0,64.0
Game_A,Racing,2026-05-16,2546.0,46.0,254.0,3019.0,,1947.0,5149.0,15.0,74.0
Game_B,Action,2026-05-17,2620.0,51.0,263.0,4319.0,4663.0,13565.0,4368.0,17.0,
,Racing,2026-05-18,3452.0,57.0,,3320.0,3817.0,16844.0,3637.0,17.0,68.0
Game_B,Racing,2026-05-19,,,336.0,2646.0,,1594.0,8324.0,37.0,119.0
Game_A,,2026-05-20,,,342.0,4909.0,6269.0,17524.0,6636.0,49.0,85.0
Game_D,Action,2026-05-21,3950.0,,224.0,9015.0,8999.0,15017.0,8299.0,42.0,61.0
Game_B,Action,2026-05-22,3550.0,32.0,,4420.0,6418.0,5205.0,,31.0,45.0
Game_A,Action,2026-05-23,4792.0,38.0,,1356.0,1589.0,8782.0,3986.0,6.0,76.0
Game_B,Racing,2026-05-24,2471.0,57.0,177.0,8485.0,5055.0,,12879.0,22.0,111.0
Game_C,,2026-05-25,3941.0,,480.0,4081.0,2894.0,17013.0,,22.0,
Game_B,Racing,2026-05-26,2599.0,36.0,427.0,,,7856.0,13155.0,,110.0
Game_B,Racing,,3305.0,,374.0,5131.0,,7089.0,9511.0,17.0,
Game_A,Puzzle,2026-05-28,3891.0,52.0,491.0,6123.0,1166.0,6318.0,9114.0,,98.0
Game_A,Puzzle,2026-05-29,3168.0,35.0,341.0,8422.0,6218.0,,9263.0,41.0,101.0
Game_A,,2026-05-30,,23.0,337.0,3787.0,5652.0,,11601.0,39.0,104.0
Game_B,Puzzle,2026-05-31,1977.0,13.0,,5209.0,2734.0,9062.0,8406.0,23.0,34.0
,Puzzle,2026-06-01,3101.0,33.0,,7540.0,6835.0,18424.0,5859.0,13.0,44.0
,Racing,2026-06-02,,58.0,475.0,,1736.0,,,49.0,76.0
Game_D,Racing,2026-06-03,2354.0,55.0,97.0,2487.0,2123.0,12651.0,,4.0,53.0
Game_A,Action,2026-06-04,1783.0,43.0,251.0,5942.0,,,2133.0,45.0,
